learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),size of class 0,size of class 1,training queue size,time stamp
8215.0,8215.0,57.41210470690089,14.718420985084247,-84.43353066074803,-224.0423591858375,6592.0,1623.0,54.802435453573,76.66725838324908,45.197564546427714,23.332741616750987,0.7622175773863831,0.23778242261361718,5914.0,1.406314596E9
8216.0,8216.0,57.837983659831885,16.17877988008732,-76.70379939262973,-200.9150887783601,6592.0,1624.0,54.802435453573,76.90058581845022,45.197564546427714,23.09941418154984,0.7622175773863831,0.23778242261361718,5914.0,1.406314665E9
8217.0,8217.0,58.259603823233576,16.41355404340633,-69.52704137070435,-200.91508877836017,6593.0,1624.0,55.25441109903727,76.90058581845022,44.74558890096344,23.09941418154984,0.7622175773863831,0.23778242261361718,5915.0,1.406314729E9
8218.0,8218.0,58.677007785001244,16.64468855492945,-69.52704137070438,-200.9150887783603,6594.0,1624.0,55.7018669880469,76.90058581845022,44.29813301195381,23.09941418154984,0.7622175773863831,0.23778242261361718,5924.0,1.406319193E9
8219.0,8219.0,59.09023770715124,16.872255995818783,-69.52704137070444,-200.91508877836043,6595.0,1624.0,56.14484831816644,76.90058581845022,43.855151681834265,23.09941418154984,0.756949447596394,0.2430505524036062,5934.0,1.40632414E9
8220.0,8220.0,59.49933533007974,17.096327078948384,-69.5270413707045,-200.91508877836063,6596.0,1624.0,56.58339983498478,76.90058581845022,43.41660016501593,23.09941418154984,0.756949447596394,0.2430505524036062,5935.0,1.406324509E9
8221.0,8221.0,59.90434197677894,17.31697070870353,-69.52704137070454,-200.9150887783608,6597.0,1624.0,57.017565836634944,76.90058581845022,42.98243416336577,23.09941418154984,0.733813055446968,0.26618694455303216,5936.0,1.406354749E9
8222.0,8222.0,60.305298557011156,18.82743411775943,-62.58347111281477,-179.71093840028377,6597.0,1625.0,57.017565836634944,77.13157997892061,42.98243416336577,22.86842002107947,0.7391101756435734,0.2608898243564268,5935.0,1.406368781E9
8223.0,8223.0,59.70224557144105,18.20671402074307,-60.09712077509658,-186.82867177888636,6598.0,1625.0,56.4473901782686,77.13157997892061,43.55260982173212,22.86842002107947,0.7391101756435734,0.2608898243564268,5936.0,1.406368781E9
8224.0,8224.0,60.10522311572664,18.434572248513305,-60.097120775096656,-186.82867177888667,6599.0,1625.0,56.882916276485915,77.13157997892061,43.117083723514796,22.86842002107947,0.7391101756435734,0.2608898243564268,5937.0,1.406370185E9
8225.0,8225.0,60.50417088456938,18.658904786356665,-60.09712077509658,-186.82867177888673,6600.0,1625.0,57.31408711372106,77.13157997892061,42.68591288627965,22.86842002107947,0.7391101756435734,0.2608898243564268,5938.0,1.406370755E9
8226.0,8226.0,60.8991291757237,18.87978176670306,-60.09712077509659,-186.8286717788869,6601.0,1625.0,57.74094624258386,77.13157997892061,42.25905375741685,22.86842002107947,0.7391101756435734,0.2608898243564268,5939.0,1.406371631E9
8227.0,8227.0,61.290137883966466,20.37705201984882,-53.73875852676447,-167.04167085124658,6601.0,1626.0,57.74094624258386,77.36026419741503,42.25905375741685,22.639735802585037,0.7994725066383119,0.20052749336168804,5920.0,1.40641282E9
8228.0,8228.0,61.67723650512681,20.604557848926554,-47.80912573991668,-167.0416708512466,6602.0,1626.0,58.16353678015803,77.36026419741503,41.836463219842685,22.639735802585037,0.8014777815719288,0.19852221842807116,5920.0,1.40641408E9
8229.0,8229.0,61.060464140075545,19.937723889473848,-51.70503860204659,-174.08028281100238,6603.0,1626.0,57.58190141235645,77.36026419741503,42.418098587644266,22.639735802585037,0.8149890881357448,0.1850109118642553,5915.0,1.406450618E9
8230.0,8230.0,61.4498594986748,20.162056633224353,-51.70503860204655,-174.0802828110025,6604.0,1626.0,58.00608239823289,77.36026419741503,41.99391760176782,22.639735802585037,0.8168391972543874,0.18316080274561275,5916.0,1.406454923E9
8231.0,8231.0,61.835360903688056,20.382911118722294,-51.705038602046606,-174.08028281100255,6605.0,1626.0,58.426021574250576,77.36026419741503,41.573978425750134,22.639735802585037,0.8168391972543874,0.18316080274561275,5917.0,1.40645519E9
8232.0,8232.0,61.21700729465118,19.720801556082552,-55.72020594956516,-181.33434775361906,6606.0,1626.0,57.84176135850806,77.36026419741503,42.158238641492645,22.639735802585037,0.8222792562567348,0.1777207437432653,5918.0,1.40645987E9
8233.0,8233.0,60.60483722170466,17.949548668529697,-53.54842913954487,-168.9544812925839,6606.0,1627.0,57.84176135850806,76.58666149420873,42.158238641492645,23.413338505791348,0.8222792562567348,0.1777207437432653,5918.0,1.406460815E9
8234.0,8234.0,59.998788849487624,17.318785576874706,-51.52007505502147,-175.85053588572566,6607.0,1627.0,57.26334374492299,76.58666149420873,42.736656255077726,23.413338505791348,0.8222792562567348,0.1777207437432653,5919.0,1.406463288E9
8235.0,8235.0,60.39880096099276,18.818915831856526,-45.93633395361542,-157.88687933285354,6607.0,1628.0,57.26334374492299,76.82079489761342,42.736656255077726,23.17920510238664,0.851810378953713,0.14818962104628694,5903.0,1.406487648E9
8236.0,8236.0,59.79481295138282,18.175914546035024,-44.28777762913373,-164.46475585243417,6608.0,1628.0,56.69071030747376,76.82079489761342,43.30928969252696,23.17920510238664,0.9066666747659966,0.09333332523400334,5872.0,1.406530465E9
8237.0,8237.0,59.196864821869,17.553643257492674,-47.912813119011666,-171.10907556918212,6609.0,1628.0,56.12380320439902,76.82079489761342,43.87619679560169,23.17920510238664,0.9066666747659966,0.09333332523400334,5877.0,1.406531878E9
8238.0,8238.0,59.60489617365031,17.799975842522446,-47.91281311901172,-171.1090755691823,6610.0,1628.0,56.56256517235503,76.82079489761342,43.437434827645674,23.17920510238664,0.8985240079381532,0.10147599206184668,5880.0,1.406532777E9
8239.0,8239.0,60.00884721191382,18.042399402900816,-47.91281311901171,-171.10907556918215,6611.0,1628.0,56.99693952063149,76.82079489761342,43.00306047936922,23.17920510238664,0.8927215669145983,0.1072784330854016,5881.0,1.406534053E9
8240.0,8240.0,60.408758739794685,18.28099429859104,-47.91281311901174,-171.10907556918232,6612.0,1628.0,57.42697012542518,76.82079489761342,42.57302987457553,23.17920510238664,0.8937943512454523,0.10620564875454758,5883.0,1.406534912E9
8241.0,8241.0,59.804671152396736,17.653831811237662,-51.68654885405605,-178.02594764399765,6613.0,1628.0,56.85270042417093,76.82079489761342,43.14729957582978,23.17920510238664,0.896948765219111,0.10305123478088875,5886.0,1.406538984E9
8242.0,8242.0,59.20662444087278,17.047168495917294,-55.49840313187857,-185.01268711350804,6614.0,1628.0,56.28417341992922,76.82079489761342,43.71582658007149,23.17920510238664,0.896948765219111,0.10305123478088875,5889.0,1.406541403E9
8243.0,8243.0,59.61455819646405,18.500020831928925,-49.733141359913105,-166.224399066021,6614.0,1629.0,56.28417341992922,77.052586966619,43.71582658007149,22.947413033381082,0.914862303176515,0.0851376968234848,5872.0,1.40654818E9
8244.0,8244.0,59.01841261449942,16.751704891064634,-53.47819379908202,-155.8470503796173,6614.0,1630.0,56.28417341992922,76.28206103777559,43.71582658007149,23.717938962224476,0.914862303176515,0.0851376968234848,5873.0,1.406549603E9
