instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp 
0,0,72.9988774300817,51.77421866085171,61.47731160405246,1197264004
0,0,73.78301698552266,51.77421866085171,61.8066182125004,1197264186
0,1,71.68032192564098,51.77421866085171,60.9195589368339,1197269939
1,1,71.68032192564098,54.308787485424915,62.39287916378343,1197270253
0,0,72.47272812124088,54.308787485424915,62.73679932882653,1197270404
0,0,73.22935741513406,54.308787485424915,63.06344114899488,1197272601
0,0,73.9525435729075,54.308787485424915,63.374071771566484,1197272855
0,0,74.64442175203635,54.308787485424915,63.669836169914646,1197275550
0,0,75.3069491901952,54.308787485424915,63.95177167011093,1197275619
0,1,73.37045426561343,54.308787485424915,63.12416659584733,1197276453
0,1,71.51294587975269,54.308787485424915,62.31999181835779,1197277380
0,0,72.22326830271759,54.308787485424915,62.62873246166742,1197277510
1,1,72.22326830271759,56.61212711870818,63.94304376616752,1197328182
0,0,72.90568702352608,56.61212711870818,64.24442404950497,1197358386
0,0,73.56178208941576,56.61212711870818,64.53285177895609,1197358421
1,0,73.56178208941576,53.869101674982126,62.95003668599103,1197488139
0,0,74.19301651764138,53.869101674982126,63.219547217316034,1197489687
0,0,74.80074693452363,53.869101674982126,63.47794138108498,1197659847
0,0,75.38623307459908,53.869101674982126,63.725886846629905,1197660083
0,0,75.95064627985904,53.869101674982126,63.96399836416052,1197660250
0,0,76.49507711975623,53.869101674982126,64.19284295776085,1197661165
0,0,77.02054223629467,53.869101674982126,64.412944512646,1197661258
0,0,77.52799050461033,53.869101674982126,64.6247878383357,1197667644
0,0,78.01830858759217,53.869101674982126,64.82882227694047,1197734104
0,1,76.33590697466734,53.869101674982126,64.12602228635681,1197734436
0,0,76.8403702585528,53.869101674982126,64.33756071068636,1197734517
0,0,77.32855445475845,53.869101674982126,64.5416126410146,1197734806
0,0,77.80121155038199,53.869101674982126,64.73856173444327,1197735009
0,0,78.2590479665595,53.869101674982126,64.92876567360493,1197735232
0,0,78.70272795886669,53.869101674982126,65.11255834717791,1197735764
0,0,79.13287671768433,53.869101674982126,65.29025181249312,1197736007
1,0,79.13287671768433,51.355634225704016,63.74887506412271,1197742698
0,1,77.55073486696442,51.355634225704016,63.10837641519845,1197743149
0,0,77.99513279170009,51.355634225704016,63.288936719111994,1197743633
0,0,78.42650796538858,51.355634225704016,63.463714488436295,1197744573
1,0,78.42650796538858,49.04417736887839,62.019058095687576,1197746745
0,0,78.84540370401137,49.04417736887839,62.18446722438293,1197829301
0,0,79.25233356143892,49.04417736887839,62.344731165389774,1197829383
0,0,79.64778334033717,49.04417736887839,62.50008010540061,1197829449
0,0,80.03221294220101,49.04417736887839,62.65073061633959,1197829473
1,0,80.03221294220101,46.911421746498775,61.27336203145042,1197829622
0,0,80.406058071332,46.911421746498775,61.41630484779858,1197829676
0,0,80.76973180603812,46.911421746498775,61.555040030079184,1197829746
1,0,80.76973180603812,44.93751122161741,60.24608476408128,1197829775
0,0,81.12362604897163,44.93751122161741,60.37792523691053,1197830073
0,0,81.46811286731416,44.93751122161741,60.505985126918844,1197830102
1,0,81.46811286731416,43.10542623175828,59.259747969786105,1197830720
0,0,81.80354573244747,43.10542623175828,59.38161926106663,1197830756
0,0,82.13026066779653,43.10542623175828,59.50008313112497,1197830784
0,0,82.44857731268333,43.10542623175828,59.61527545239802,1197831123
0,0,82.75879990927552,43.10542623175828,59.72732494024925,1197850210
0,1,81.30717378958235,43.10542623175828,59.201185646062804,1197850638
0,1,79.89168326443257,43.10542623175828,58.68360128252181,1197855809
0,1,78.5110644975526,43.10542623175828,58.17433196072018,1197855934
0,0,78.87973331348111,43.10542623175828,58.31075823143638,1197856035
0,0,79.2395025810891,43.10542623175828,58.44358419151204,1197865527
0,0,79.59067318131437,43.10542623175828,58.572945047633795,1197865619
0,0,79.93353263087215,43.10542623175828,58.69896927769604,1197865798
0,0,80.26835581649475,43.10542623175828,58.821779048176026,1197865884
0,0,80.5954056812857,43.10542623175828,58.94149060053786,1197911690
0,0,80.91493386679252,43.10542623175828,59.058214609338,1197911703
1,0,80.91493386679252,41.40049472438373,57.87847866587374,1197952336
0,0,81.22718131409587,41.40049472438373,57.99004648619267,1197987022
0,0,81.53237882693458,41.40049472438373,58.09888828102445,1197995327
0,0,81.83074759963519,41.40049472438373,58.20509800946196,1197995462
0,0,82.12249971238568,41.40049472438373,58.30876534532203,1197995494
1,0,82.12249971238568,39.8100009052689,57.1777648032259,1197995602
1,0,82.12249971238568,38.322869712998255,56.09964221796332,1197995826
1,0,82.12249971238568,36.929410454495006,55.07027782232298,1198094904
0,0,82.40783859618588,36.929410454495006,55.165867129832414,1198254249
0,0,82.68695946961888,36.929410454495006,55.259213399104304,1198261340
0,0,82.96004974941569,36.929410454495006,55.3503905001717,1198265221
1,0,82.96004974941569,35.62110705227342,54.361096504631554,1198275552
0,0,83.22728943662966,35.62110705227342,54.44858296312889,1198340814
0,0,83.48885148009461,35.62110705227342,54.53407481789534,1198340853
0,0,83.74490211871009,35.62110705227342,54.61763564502524,1198503054
1,1,83.74490211871009,37.845311949810494,56.29699765430595,1198624800
0,0,83.99560120397932,37.845311949810494,56.38120014664884,1198624967
0,0,84.24110250411606,37.845311949810494,56.46353516442478,1198704579
0,0,84.48155399093766,37.845311949810494,56.54406038472824,1198705413
1,0,84.48155399093766,36.56913532559726,55.582527654033065,1198705821
0,0,84.71709811067024,36.56913532559726,55.65995890405418,1198706377
0,0,84.94787203970915,36.56913532559726,55.73571770634737,1198708139
0,0,85.17400792630049,36.56913532559726,55.80985416644964,1198710276
0,0,85.39563311903967,36.56913532559726,55.88241640932519,1198782685
0,0,85.61287038301874,36.56913532559726,55.953450676874525,1198786491
0,0,85.82583810439395,36.56913532559726,56.023001419706034,1198788742
0,0,86.0346504840912,36.56913532559726,56.09111138356231,1198788958
1,0,86.0346504840912,35.36456590756612,55.159569136996154,1198806657
0,0,86.23941772131634,35.36456590756612,55.2251715419302,1198806964
0,1,84.98079874473609,35.36456590756612,54.8206991754559,1198807302
0,0,85.19899360268317,35.36456590756612,54.89103227778098,1198807404
0,0,85.41304939902486,35.36456590756612,54.959943730302484,1198811845
0,0,85.62307229393717,35.36456590756612,55.02747298711108,1198812302
0,0,85.82916488456094,35.36456590756612,55.09365805926681,1198812446
0,0,86.0314263534054,35.36456590756612,55.15853558060552,1198812789
0,0,86.22995260939251,35.36456590756612,55.22214086995509,1198813052
0,0,86.42483642196474,35.36456590756612,55.284507989989315,1198813274
0,0,86.61616754865072,35.36456590756612,55.345669802930814,1198813613
0,0,86.80403285645833,35.36456590756612,55.40565802329899,1198851224
0,0,86.98851643744071,35.36456590756612,55.464503267885405,1198851445
1,0,86.98851643744071,34.22579721301778,54.56419451846705,1198854244
0,0,87.16969971875898,34.22579721301778,54.62098924126052,1198857152
0,0,87.34766156754513,34.22579721301778,54.67671672514825,1198857395
1,0,87.34766156754513,33.14763395486201,53.80862674752213,1198860195
0,0,87.52247839084934,33.14763395486201,53.86244588321434,1198863614
1,0,87.52247839084934,32.12541368324032,53.02542621128563,1198865048
0,0,87.6942242309384,32.12541368324032,53.077426756105396,1198865253
0,0,87.86297085619572,32.12541368324032,53.128469639109454,1198867856
0,0,88.02878784785781,32.12541368324032,53.17857863507288,1198868258
0,0,88.1917426828083,32.12541368324032,53.22777674420658,1198868618
0,0,88.35190081263656,32.12541368324032,53.27608622361974,1198869005
0,0,88.50932573915647,32.12541368324032,53.32352861725368,1198869527
0,0,88.66407908656875,32.12541368324032,53.37012478437311,1198869792
1,0,88.66407908656875,31.154940180906156,52.55781654651553,1198878119
0,0,88.81622067043952,31.154940180906156,52.60289005446092,1198878400
0,0,88.96580856365783,31.154940180906156,52.647169382092216,1198881139
0,0,89.11289915952555,31.154940180906156,52.69067320372877,1198881237
1,1,89.11289915952555,33.193477308741535,54.38719514893082,1198881831
0,0,89.25754723212385,33.193477308741535,54.43131790323866,1199125369
0,0,89.39980599409239,33.193477308741535,54.474676976286894,1199139850
0,0,89.53972715194998,33.193477308741535,54.51728993126089,1199281005
1,1,89.53972715194998,35.13360542260159,56.08790817461475,1199286718
0,0,89.67736095907765,35.13360542260159,56.130998701933414,1199287203
0,0,89.81275626647862,35.13360542260159,56.17335614490867,1199287451
1,1,89.81275626647862,36.982191357451526,57.63221788710778,1199292956
1,0,89.81275626647862,35.94740143217202,56.82020066174468,1199299476
1,0,89.81275626647862,34.959331961186514,56.033864409560046,1199301267
1,0,89.81275626647862,34.01493531926095,55.27182912885024,1199305223
1,1,89.81275626647862,35.767644898746916,56.6779566808571,1199312521
1,0,89.81275626647862,34.83305583467597,55.932573279766,1199315916
0,0,89.94596057142321,34.83305583467597,55.97403564768175,1199330641
0,0,90.07702006408095,34.83305583467597,56.01480044875068,1199331196
0,0,90.20597967223627,34.83305583467597,56.05488316413345,1199376013
1,1,90.20597967223627,36.50880366384289,57.387388868620576,1199376633
0,0,90.33288310417895,36.50880366384289,57.42774149868111,1199376781
1,1,90.33288310417895,38.11620041234598,58.678328846550386,1199385664
0,0,90.45777288985589,38.11620041234598,58.718877716831614,1199395345
0,0,90.58069042036585,38.11620041234598,58.758758917725046,1199395667
0,0,90.7016759858741,38.11620041234598,58.79798686701141,1199396385
1,0,90.7016759858741,37.165775994404164,58.06029772579559,1199420708
0,0,90.82076881202093,37.165775994404164,58.098402295649564,1199461355
1,0,90.82076881202093,36.25268724125767,57.38028343214038,1199465800
0,0,90.93800709489271,36.25268724125767,57.417306881761846,1199466207
0,0,91.0534280346218,36.25268724125767,57.4537331144244,1199468298
0,0,91.1670678676771,36.25268724125767,57.48957469062899,1199468584
0,0,91.27896189790499,36.25268724125767,57.52484382761439,1199468759
0,0,91.38914452637636,36.25268724125767,57.559552411053524,1199468961
0,0,91.4976492800927,36.25268724125767,57.593712006272746,1199471887
1,0,91.4976492800927,35.37482002074968,56.89211611115336,1199482650
0,0,91.60450883960274,35.37482002074968,56.925328398614624,1199633721
0,0,91.70975506557639,35.37482002074968,56.958020327183085,1199729938
0,0,91.8134190243826,35.37482002074968,56.99020243407817,1199730135
0,0,91.915531012714,35.37482002074968,57.02188498012315,1199734281
0,0,92.0161205812994,35.37482002074968,57.053077958783845,1199734876
0,0,92.11521655774378,35.37482002074968,57.08379110485364,1199738933
1,0,92.11521655774378,34.53021678898485,56.39821271373039,1199739411
0,0,92.21284706853241,34.53021678898485,56.428092294582584,1199742766
0,1,91.0737679205308,34.53021678898485,56.078489192252874,1199756857
0,0,91.18377232473716,34.53021678898485,56.11234646680364,1199757065
0,0,91.2921691810496,34.53021678898485,56.1456889970933,1199757740
0,0,91.39898811591911,34.53021678898485,56.17852680461225,1199758277
0,0,91.50425805658713,34.53021678898485,56.21086965889398,1199759771
0,0,91.60800725160394,34.53021678898485,56.24272708541772,1199763130
0,0,91.71026329062701,34.53021678898485,56.27410837321396,1199884643
0,1,90.5952143528219,34.53021678898485,55.93096093978264,1199887256
1,0,90.5952143528219,33.717062355087165,55.26847647082904,1199893790
0,0,90.70931510935193,33.717062355087165,55.3032696477276,1199894330
1,0,90.70931510935193,32.9336711711632,54.65702842245288,1199895104
1,0,90.70931510935193,32.17847596016476,54.026729640144715,1199911822
0,0,90.82179174960335,32.17847596016476,54.06021496880771,1199912991
1,0,90.82179174960335,31.450017520180502,53.44480275704281,1199933143
0,0,90.93267314466647,31.450017520180502,53.47741732317117,1199933328
0,0,91.04198751132549,31.450017520180502,53.50955150534567,1199933679
0,0,91.14976243049107,31.450017520180502,53.54121426900248,1199933910
0,0,91.25602486501188,31.450017520180502,53.57241436435968,1199934888
0,0,91.36080117688915,31.450017520180502,53.603160332865556,1199935507
0,0,91.46411714391762,31.450017520180502,53.633460513415045,1199935821
0,0,91.56599797577498,31.450017520180502,53.66332304834407,1199937316
1,1,91.56599797577498,30.746935565579918,53.06009649217738,1199969239
0,0,91.66646832958108,30.746935565579918,53.08919848004773,1199972101
0,0,91.76555232494708,30.746935565579918,53.11788328308086,1199985178
1,1,91.76555232494708,32.276229597848335,54.42284479897534,1200002110
1,0,91.76555232494708,31.571992665875463,53.825842724320076,1200002668
0,0,91.86327355853415,31.571992665875463,53.854494696852846,1200003027
0,0,91.95965511814009,31.571992665875463,53.882738951786365,1200083815
0,0,92.05471959633167,31.571992665875463,53.910582745455514,1200084923
0,0,92.1484891036398,31.571992665875463,53.93803316910638,1200091135
0,0,92.24098528133382,31.571992665875463,53.96509715358064,1200094972
0,0,92.3322293137902,31.571992665875463,53.99178147384021,1200097953
0,0,92.42224194047111,31.571992665875463,54.01809275333887,1200103322
0,0,92.5110434675267,31.571992665875463,54.04403746824657,1200103758
0,0,92.59865377903506,31.571992665875463,54.06962195153241,1200161258
0,0,92.6850923478928,31.571992665875463,54.09485239691168,1200164946
1,1,92.6850923478928,33.04758720249519,55.34454509469119,1200249870
1,1,92.6850923478928,34.47485652516591,56.52703123918111,1200339708
0,0,92.77037824636932,34.47485652516591,56.55303245475838,1200340178
0,0,92.85453015633605,34.47485652516591,56.57867623806143,1200340713
0,0,92.93756637918325,34.47485652516591,56.60396864814715,1200343313
1,1,92.93756637918325,35.856067704085355,57.726732735751824,1200434232
1,1,92.93756637918325,37.193348323460064,58.79336083841145,1200435242
0,1,91.85930326832138,37.193348323460064,58.45130505993028,1200437430
0,1,90.79525480549584,37.193348323460064,58.11178484694923,1200439260
0,0,90.90170902714121,37.193348323460064,58.14584187234954,1200447271
0,1,89.85206034814246,37.193348323460064,57.80915998446108,1200448397
0,0,89.96905834465788,37.193348323460064,57.84678491797588,1200450294
0,1,88.93336760693249,37.193348323460064,57.51286568223635,1200453710
0,1,87.9111445859429,37.193348323460064,57.18137653204088,1200454792
0,0,88.04988968116278,37.193348323460064,57.22648177857625,1200455507
0,0,88.18684009348112,37.193348323460064,57.27096874632135,1200457097
0,0,88.32202363718366,37.193348323460064,57.314847899742745,1200458304
0,1,87.31277001666732,37.193348323460064,56.986439337056915,1200494789
1,1,87.31277001666732,38.48869704850234,57.9702919919942,1200500450
0,1,86.31647080756898,38.48869704850234,57.63860247445646,1200501494
1,1,86.31647080756898,39.743993246127346,58.570993100728366,1200521394
0,0,86.47238940436365,39.743993246127346,58.62386937471394,1200522209
0,1,85.48844173598535,39.743993246127346,58.289381974566794,1200545067
0,1,84.51702949602826,39.743993246127346,57.957262266888456,1200545442
0,1,83.55796278108627,39.743993246127346,57.62748570284542,1200590861
0,1,82.61105525284736,39.743993246127346,57.30002811539117,1200592191
1,1,82.61105525284736,40.96100575676368,58.170713505888884,1200606171
0,1,81.67612405530149,40.96100575676368,57.84061019404402,1200676555
0,0,81.88322740373751,40.96100575676368,57.91389599281749,1200677796
0,0,82.08772366095516,40.96100575676368,57.98616836311924,1200678266
0,0,82.28965161294582,40.96100575676368,58.057444771880476,1200678691
0,0,82.48904933373822,40.96100575676368,58.12774229771198,1200679386
0,0,82.68595420154628,40.96100575676368,58.197077641863046,1200679810
0,0,82.88040291447679,40.96100575676368,58.26546713880167,1200699825
0,0,83.07243150581185,40.96100575676368,58.332926766431974,1200707035
1,1,83.07243150581185,42.141400903396345,59.167462680990056,1200770766
0,0,83.26207535887863,42.141400903396345,59.23496009745683,1200771123
0,1,82.33039021631451,42.141400903396345,58.90261437864002,1200776444
0,1,81.4102252380277,42.141400903396345,58.57252717265596,1200859434
0,1,80.50141368646084,42.141400903396345,58.24467655890368,1200872817
1,1,80.50141368646084,43.28674981411888,59.03087797016673,1200933260
0,1,79.6037917806078,43.28674981411888,58.700846834286665,1200962591
0,1,78.71719863137857,43.28674981411888,58.37303900967282,1200963127
0,0,78.95396807108521,43.28674981411888,58.460761735757394,1200974238
1,1,78.95396807108521,44.39853512587689,59.206760802559025,1201013238
0,0,79.18784038258234,44.39853512587689,59.29438517067543,1201021164
0,1,78.30884977694168,44.39853512587689,58.96438092177821,1201028401
0,0,78.54935849564839,44.39853512587689,59.054859683891735,1201029491
0,1,77.67935963337163,44.39853512587689,58.726908459733124,1201036694
1,1,77.67935963337163,45.47815712956491,59.436639567950486,1201053021
0,1,76.81992132955709,45.47815712956491,59.10692389988175,1201061619
0,0,77.0761113244483,45.47815712956491,59.205400950834694,1201066562
0,1,76.22514897229587,45.47815712956491,58.87766386488653,1201077429
0,0,76.48736346234159,45.47815712956491,58.97884649572686,1201078278
0,0,76.74641938387987,45.47815712956491,59.078640132213394,1201079336
0,1,75.90170761415938,45.47815712956491,58.75261513566042,1201081500
0,0,76.16667949084871,45.47815712956491,58.855078098002956,1201100181
0,0,76.42847726919251,45.47815712956491,58.95613876791557,1201100389
0,0,76.68714465718259,45.47815712956491,59.05582117401319,1201102245
0,0,76.94272463621793,45.47815712956491,59.1541488061722,1201105018
0,1,76.10000934026748,45.47815712956491,58.829313971336106,1201106458
0,0,76.36152492643781,45.47815712956491,58.93030993688839,1201108039
0,0,76.61993554518129,45.47815712956491,59.02993704876273,1201530126
0,0,76.8752833477047,45.47815712956491,59.12821843643472,1201530704
0,1,76.03645502271584,45.47815712956491,58.80474342345323,1201537709
1,1,76.03645502271584,46.526939410045514,59.47893354622753,1201795862
1,1,76.03645502271584,47.546134028868245,60.126861564446045,1201804221
0,1,75.20753521303544,47.546134028868245,59.798223629300324,1201817075
1,1,75.20753521303544,48.53692629236981,60.41806512348693,1201821287
1,1,75.20753521303544,49.50043914334405,61.01480164627077,1202152557
0,1,74.38839051357104,49.50043914334405,60.68161169240922,1202170180
0,0,74.66709824346333,49.50043914334405,60.79518198517583,1202210046
1,1,74.66709824346333,50.43773721050271,61.36806563249808,1202601969
1,1,74.66709824346333,51.34983054643799,61.92045576540987,1202890106
1,1,74.66709824346333,52.23767808168822,62.453469409920096,1202918171
0,0,74.94253009744213,52.23767808168822,62.56855249929802,1202924664
0,1,74.12842809517545,52.23767808168822,62.227782891063605,1203343695
0,1,73.32386404976184,52.23767808168822,61.88916226559325,1203350303
0,1,72.52871124377923,52.23767808168822,61.552672319179294,1203351104
1,1,72.52871124377923,53.102190819747285,62.05991834008094,1203356783
1,1,72.52871124377923,53.94423479540579,62.55002660864833,1203357949
1,0,72.52871124377923,52.98331715067472,61.99041627831566,1203358070
0,1,71.74284496747379,52.98331715067472,61.65366094728967,1203358507
0,1,70.96614247996456,52.98331715067472,61.319015272392726,1203358908
0,1,70.19848297134969,52.98331715067472,60.98646150390478,1203367113
1,1,70.19848297134969,53.81434023618276,61.4628753532089,1203375525
1,1,70.19848297134969,54.62445722847744,61.92377597153207,1203521441
0,1,69.43974752568943,54.62445722847744,61.588217368854686,1203551201
0,0,69.76978908411333,54.62445722847744,61.734405801506185,1203551699
0,0,70.09600541752167,54.62445722847744,61.87856050213624,1203552045
0,1,69.34019239143156,54.62445722847744,61.544052299959496,1203553659
0,0,69.67052451423082,54.62445722847744,61.690474032975224,1203634257
1,1,69.67052451423082,55.41440783028828,62.134940727272635,1203634342
0,1,68.9204672842708,55.41440783028828,61.799570240776134,1203634464
0,0,69.25480652912806,55.41440783028828,61.94928646249942,1203634489
1,1,69.25480652912806,56.18489735769276,62.378475425149105,1203634519
0,0,69.58529874664049,56.18489735769276,62.527137050119144,1203634551
0,0,69.91199354955553,56.18489735769276,62.67374395752543,1203635154
0,1,69.16160099859776,56.18489735769276,62.33648573026809,1203639394
1,0,69.16160099859776,55.220977130952505,61.79944325868664,1203652275
0,0,69.49235892575821,55.220977130952505,61.94704160018651,1203654092
0,1,68.74755747060533,55.220977130952505,61.61418098857713,1203654861
1,1,68.74755747060533,55.983757094904455,62.038266886675295,1203693772
1,1,68.74755747060533,56.728306232082836,62.44943949228218,1203708848
0,0,69.0822729722466,56.728306232082836,62.601280628897236,1203709089
1,1,69.0822729722466,57.45523413315979,63.001096562451075,1203709860
0,1,68.34292273895787,57.45523413315979,62.66305631958335,1203949811
0,0,68.6814934960892,57.45523413315979,62.818080911731904,1203951658
0,1,67.94745869218282,57.45523413315979,62.48149444365561,1203956064
0,0,68.28978549740938,57.45523413315979,62.63869103562842,1203957633
1,1,68.28978549740938,58.16512361081738,63.024469968521124,1203966384
0,0,68.6282259925199,58.16512361081738,63.18044988796796,1203966991
1,1,68.6282259925199,58.85853215495004,63.55593321097497,1203972924
0,0,68.96282917998072,58.85853215495004,63.71068119857315,1203979895
0,0,69.29364334056739,58.85853215495004,63.863308203493695,1203982614
0,1,68.55555319002549,58.85853215495004,63.522273509655676,1203987883
1,1,68.55555319002549,59.53599329398238,63.88679797099405,1203993309
1,1,68.55555319002549,60.19801786929341,64.24101817353495,1203999070
0,0,68.89026964696612,60.19801786929341,64.39765277732184,1203999282
0,0,69.22120979573168,60.19801786929341,64.55214655003785,1204002572
1,1,69.22120979573168,60.84509522915005,64.89815946464329,1204042841
1,1,69.22120979573168,61.47769434801907,65.23465626660492,1204044172
0,1,68.48531543182165,61.47769434801907,64.88697318757599,1204046539
1,1,68.48531543182165,62.09626487664247,65.21259301097302,1204079624
0,1,67.7577035618429,62.09626487664247,64.86524730400107,1204082514
0,0,68.10004322183812,62.09626487664247,65.02890374298232,1204085938
0,1,67.37742244112607,62.09626487664247,64.68296739180724,1204120955
0,0,67.7233745536703,62.09626487664247,64.84881344037669,1204128719
0,0,68.06545110545383,62.09626487664247,65.01238559530344,1204129386
0,0,68.40369987010706,62.09626487664247,65.17372373646087,1204138343
1,1,68.40369987010706,62.701238127821824,65.49043193001278,1204139706
1,1,68.40369987010706,63.2930280024574,65.7987636004688,1204140310
0,1,67.67960073817312,63.2930280024574,65.44957497735435,1204143420
0,0,68.02153362386262,63.2930280024574,65.61469981966872,1204143831
0,1,67.30231821491198,63.2930280024574,65.26689445198632,1204145725
0,1,66.59111508897028,63.2930280024574,64.92113147536062,1204151280
0,0,66.9439563068501,63.2930280024574,65.09290054318326,1204157572
0,0,67.2928752153973,63.2930280024574,65.26231558391116,1204158181
0,0,67.63791952563787,63.2930280024574,65.42941795984554,1204161214
0,0,67.9791362818851,63.2930280024574,65.59424804258542,1204164242
0,0,68.31657187285357,63.2930280024574,65.75684524504209,1204199070
0,0,68.65027204255087,63.2930280024574,65.91724805212586,1204204516
0,1,67.92760974108731,63.2930280024574,65.5693839034853,1204218939
0,0,68.26504912773296,63.2930280024574,65.73204443823981,1204544757
0,0,68.59876432825438,63.2930280024574,65.89251483713593,1204544860
0,0,68.92880008087184,63.2930280024574,66.05083249811776,1204545815
0,0,69.25520051026504,63.2930280024574,66.207033955706,1204551100
1,1,69.25520051026504,63.87203186002425,66.50917510737911,1204581419
1,1,69.25520051026504,64.43863133733626,66.80352037036874,1204586499
1,0,69.25520051026504,63.4337430679657,66.28058988337837,1204591288
1,1,69.25520051026504,64.0008031624187,66.57618535055393,1204608186
1,1,69.25520051026504,64.55601149050862,66.86433668195735,1204646609
1,0,69.25520051026504,63.5657471916395,66.34951821484321,1204647861
1,0,69.25520051026504,62.59585203069017,65.84138731448729,1204649058
0,1,68.52804741181895,62.59585203069017,65.49482052607168,1204651558
0,0,68.85832585552939,62.59585203069017,65.6524605504909,1204654123
1,1,68.85832585552939,63.163584592483616,65.94951622318796,1204656860
0,1,68.13605789555643,63.163584592483616,65.60272598516269,1204669495
1,1,68.13605789555643,63.71981955210458,65.89095016841544,1204670782
0,1,67.4217153885085,63.71981955210458,65.544637755114,1204749771
1,1,67.4217153885085,64.26487542679034,65.82437345317472,1204751471
0,1,66.71520408477453,64.26487542679034,65.47857878406441,1204754135
0,0,67.0638280541653,64.26487542679034,65.64943682579936,1204754572
0,1,66.36173627054325,64.26487542679034,65.3048904335041,1204829452
1,1,66.36173627054325,64.79905916516869,65.57574303733243,1204831054
0,1,65.66732037867924,64.79905916516869,65.23174517392681,1204834103
0,1,64.98048968326067,64.79905916516869,64.88971101466889,1204834810
0,1,64.30115470169723,64.79905916516869,64.54962686107444,1204870703
0,0,64.67419680350103,64.79905916516869,64.7365978804094,1204892980
0,1,63.99867484993843,64.79905916516869,64.39762354383548,1204896867
1,1,63.99867484993843,65.322666668238,64.65728191342005,1204918416
1,1,63.99867484993843,65.83598328243716,64.91082873849847,1204922248
1,1,63.99867484993843,66.33928426653432,65.15847054337269,1204933693
